context,question,answer,label,index1
A young man is taking a self - portrait of his reflected image with a medium format camera while standing on an escalator .,Who is standing?,girl,no,1762
A man in a red coat stands in front of a lighthouse surrounded by a stone wall .,What is surrounded?,building,no,1556
A young man is gaining power to hit a punching bag as his peers watch from behind him .,Why is someone gaining something?,punch,no,2424
"A young lady wearing a turquoise colored bustier over a black shirt , a black skirt , netted tights , and laced up gloves is sitting next to five other young ladies , most of which are also dressed in black colored fitted clothing .",What is colored?,bustier,yes,3259
Spectators looking on while court jesters are in the street throwing something up in air .,Who is looking?,like,no,664
A guy surfing the channel eating pizza .,What is someone surfing?,the web,no,3513
"Man and woman and woman , with scary , gory makeup and holding fake brain walking down the street .",Who is holding something?,Man and woman and others,no,3191
"A young woman wearing glasses and a black blouse holds a ladle in one side , a bowl in the other and a fork in her mouth .",Where does something hold something?,in one hand,no,2669
A man puts the finishing touches on his graffiti artwork .,What is finishing?,first,no,3006
The man in the black hair is standing next to a green bird in a birdcage .,Who is standing somewhere?,The man in the black sweater,no,1665
"Three people , two males and a female , work in shallow dug out pits during an archaeological excavation .",When does someone work somewhere?,event,no,4140
"three young boys playing hear no evil , speak no evil , see no evil",Who sees something?,girls,no,904
from asking a tow truck man some questions .,Who askes someone something?,Cops,no,153
A man in high rubber boots and a plaid shirt is pushing a boat over the mossy blacktop .,What is someone pushing?,a broom,no,275
A tailor uses a long pole to search for a certain piece of fabric suspended above him .,Why does someone use something?,them,no,1818
A young Asian man studying with a pencil and a dictionary while drinking a cola .,How was someone studying?,hand,no,1166
"A man with a determined look on his face holds a small wooden hammer while wearing a bib displaying a large red crab , another red crustacean held in his hand while another man sits and holds some food behind him .",What is held?,another red crustacean,yes,21
"Amish looking they are outside a building , standing near a tree .",Who is standing somewhere?,Amish looking people,no,547
A chef is preparing some skewers with some sort of meat on it .,How is someone preparing something?,them,no,1440
A guy wearing a blue # 5 jersey is hitting a yellow softball in a grassy area to some fielders .,Where is someone hitting something?,in a grassy field,no,733
"Two they are walking down a dirt road with guns , as one carries a dead animal from hunting .",Who carries something?,Two men,no,1211
A man in a white shirt and a denim pants reading some postings on the board .,Who is reading something?,that,no,3214
A mailman with a rolling mailbag smiling at the camera in front of a wall topped with an iron decorative fence .,Who was smiling?,mailman,yes,862
The girl in plaid is helping the little girl feed an apple to a person .,What does someone feed something to?,a horse,no,2043
A man in a Tyrolean hat decorates a tan and white cow with ribbons and evergreen while a woman holds the cow 's head .,What does someone hold?,breast,no,3474
"A group of young people sit together on the water , some talking and some listening .",Where does someone sit?,on the stairs,no,2293
A group of silk clad women dance in the street as a sparse crowd watches .,Who dances somewhere?,A group of silk clad performers,no,2153
Someone is hang gliding or parachuting down by a large body of people with green hills all around .,How is someone parachuting somewhere?,by a large body of water,no,4313
Two people are observing some people .,What is someone observing?,some ruins,no,2781
A small boy playing with a toy stick set on a tabletop .,How is someone playing?,with a toy train,no,73
"A this is placing a medal over the head of a young man wearing glasses , who has a big smile on his face .",Who is placing something?,A ma,no,3847
A woman holding a broom in a small bathroom ; another woman is right outside the door speaking with her .,Who is holding something?,another,no,96
A man looks like over frozen tundra .,How does someone look?,out,no,2739
A large explosion occured near a red light at a gas station .,Where did something occured?,near a red car,no,507
"Two men are walking down a dirt road with others , as one carries a dead animal from hunting .",How is someone walking somewhere?,with guns,no,1209
"A group of people are sitting and standing holding a banner that stays , "" they ARE DEMANDING . """,Who is demanding?,WE,no,1065
"A bedroom which contains a bed which has a striped bedspread and dust ruffle , is being vacuumed by a man wear navy shorts and t - shirt .",Who wears something?,person,no,3296
A brown - haired women wearing spectacles crafts jewelery by hand using a desk lamp .,Who is wearing something?,A brown - haired woman,no,3773
A young man demonstrating his prowess in the martial arts for his wife as she sits on a concrete wall that is part of a general seating area .,Who did someone demonstrate something for?,his girlfriend,no,7
An elderly lady in a brown hooded coat takes a newspaper from a friendly old man with a stack of papers he is distributing in a large voice .,What is someone distributing in?,a large foyer,no,2123
