context,question,label,answer1,answer2,index1
Teodorowicz is a Polish language patronymic surname derived form the first name Theodore. Historical feminine form is Teodorowiczowa. Russified form: Teodorovich.,What is Teodorowicz ?,yes,polish language patronymic surname derived form,national football league,6400
"The team at Episode 1 made early investments in a number of technology businesses including Betfair (which is now listed on the London Stock Exchange and has a market cap of over £1.3 billion), LoveFilm (which was sold to Amazon.com in 2011), Natural Motion (which was sold to Zynga in 2014), ScanSafe (which was sold to Cisco Systems in 2009), Shazam and Zoopla (which is also listed on the London Stock Exchange).Two of the three partners – Simon Murdoch and Damien Lane – previously worked at Octopus Investments.",What did the team at Episode 1 make early investments in ?,yes,technology businesses including betfair,his return,7237
"foreign contingents and Troupes coloniales.Other designations used are marching battalions (French: Bataillons de Marche) or Marching Squadrons (French: Escadrons de Marche), or marching brigades comprising several regiments.",What are Bataillons de Marche ?,yes,marching battalions,eyes,7551
A man lifting up a woman by the waist dancing right in the middle of a little town .,How is someone lifting up something?,no,by the waist dancing ballroom,A man,10600
"L'église Saint-Girons (English: Saint-Girons Church; Béarnese Occitan: glèisa de Sent Gironç) is a Roman Catholic church located in the commune of Monein in Pyrénées-Atlantiques, Aquitaine. The edifice is in the Gothic architectural style. It was classified as a monument historique of France on 7 August 1913. Its grand size made it the largest Gothic church in Béarn in the 15th century. It is most famous for its heart of oak frame which represents the Medieval architecture style.",When was the L ' église Saint - Girons classified as a monument historique ?,yes,7 august 1913,assumed sole responsibility,6621
Stan Fisher (4 February 1911 – 16 March 1961) was an  Australian rules footballer who played with Hawthorn in the Victorian Football League (VFL).,What was the year that Stan Fisher died ?,yes,4 february 1911 – 16 march 1961,show,2358
"Upon the publication of Overworld, Kolb was again recruited, this time by the Department of Homeland Security, to help investigate two white collar criminals with connections to the CIA. Kolb's investigation of Robert Sensi and Richard Hirschfeld led him to discover and foil a conspiracy to smear the John Kerry 2004 presidential campaign with false links to Al Qaeda. This became the subject of his 2007 book America at Night, which was reviewed by The New York Times on January 25, 2007.In The Unending Game: A Former R&AW Chief's Insights into Espionage, Vikram Sood, retired chief of India's foreign intelligence service Research and Analysis Wing (R&AW), devotes a chapter to Kolb's operations in India, and calls Kolb ""multi-talented, a kind of real-life James Bond with Bond's legendary luck with women and the subtlety of a John le Carré character.""",Who did Kolb discover a conspiracy to smear the 2004 presidential campaign ?,yes,richard hirschfeld led,shoulders,2220
Gamasellus lativentralis is a species of mite in the family Ologamasidae.,What family is Gamasellus lativentralis in ?,yes,family ologamasidae,family amphisphaeriaceae,1752
"CapBridge is an online investment platform, headquartered in Singapore. It was founded in 2015 and backed by Singapore Exchange. CapBridge was approved by the Monetary Authority of Singapore (MAS), Government of Singapore  to operate both a primary capital raising platform utilizing a Capital Markets Securities License, and a private securities exchange - 1exchange with a Recognized Market Operator license.",What is the name of the private securities exchange that CapBridge operates ?,yes,singapore exchange,new york,2337
"John Meyer House, also known as the Mary Eckelkamp House, is a historic home located at Washington, Franklin County, Missouri. It was built about 1873, and is a 1 1/2-story, center entry brick dwelling on a brick foundation.  It has a front gable roof and segmental arched door and window openings.  Also on the property is a contributing one-story brick smokehouse.It was listed on the National Register of Historic Places in 2000.",What was the John Meyer House listed on in 2000 ?,yes,national register,25 years,4439
"Our Lady's Priory, Aarhus (Danish: Vor Frue Kloster) was an early Dominican foundation just outside the original walls of Aarhus, Denmark. The buildings are part of the Church of Our Lady (Vor Frue Kirke) complex, now part of the inner city of Aarhus, but they have been repurposed.",What part of Aarhus is the Church of Our Lady now located in ?,yes,inner city,hand,1188
An older man is riding his bike in front of a large cruise ship that is sitting in that .,Where is something sitting?,no,in port,two years,8814
Overlooking a street with a sign above shops that states Welcome To london .,What is someone being welcomed to?,no,Golden,k – 12 schools,11074
"Agassi Babatunde Odusina, better known by his stage name Sneakbo, is a British rapper. His first song, ""The Wave"", peaked at number 48 on the UK Singles Chart and he has since released a number of top 40 hits, such as ""Zim Zimma"" and ""Ring a Ling"" between 2012 and 2013.",What was Sneakbo ' s first hit single ?,yes,"wave "", peaked",on the beach,7059
"'He was asked to lend his support by writing a letter, with Szilard, to President Roosevelt, recommending the U.S. pay attention and engage in its own atomic warfare studies.",Is the US still engaging in its own nuclear weapons research?,no,for 6 years,45,624
"Point Blank FM is a London based internet radio station specialising in house music as well as funk, soul and breaks",What is Point Blank FM ?,yes,london based internet radio station specialising,a dirty looking man,6294
Two some of the same breed are running through snow that has buried grass .,What is running?,no,Two dogs,from,10066
