question,label,answerA,answerB,answerC,answerD,id
name a food you cook for which you dont need to read a recipe,C,bread,cookies,eggs,toast,6854_protoqa
name something you might brush.,A,hair,glasses,eye,nails,824_protoqa
tell me something that often doesn't start when it's supposed to.,A,car,truck,on,front,4184_protoqa
name a french food.,A,croissants,crepes,beignets,frappes,1654_protoqa
name a popular children's food that's sold in cups,C,milk,pineapple,fruit,butter,5670_protoqa
what might you see inside a bag of chips that would make you stop eating them,B,eye,hair,nails,glasses,7546_protoqa
name something you are not supposed to do around the pool.,C,straight,while,running,run,687_protoqa
name a tv show set in high school.,B,tvd,glee,pll,diaries,6079_protoqa
what would a bank robber want to have plenty of while making his getaway?,D,pay,some,cash,money,4273_protoqa
name something you think of when you think of china.,B,equities,exports,yields,imports,895_protoqa
besides books name something else people might put on a bookshelf,C,pics,picture,pictures,selfie,6492_protoqa
tell me a place where you might see a lot of mirrors.,D,trans-siberian,suburgatory,nbhd,funhouse,7494_protoqa
tell me how many months it takes before a dog is house trained.(numeric only),A,three,six,two,five,6373_protoqa
name a reason why a person might wear a hat.,B,hat,bald,sag,thick,7008_protoqa
"what animal would you see at a farm, but never consider keeping for a pet?",A,cow,rat,monkey,pig,3176_protoqa
name a specific activity that beginners always look funny doing.,D,watching,naked,singing,dancing,5801_protoqa
name a color a teenager might dye her hair that would annoy her parents.,D,red,orange,blue,green,2462_protoqa
name something that annoys you when you ride the bus,B,calling,talking,talk,saying,135_protoqa
name a job that doesn't allow you to be very creative.,D,advisor,administrator,recruiter,accountant,638_protoqa
name a weather condition you hate to drive in,D,rain,sun,cold,snow,2377_protoqa
on a dating website what activity do people often list as a pastime,B,finding,reading,about,writing,7440_protoqa
"name something you include on a letter, but not on an e-mail.",B,condom,stamp,chain,stamps,5737_protoqa
name something a real estate agent needs to do his job.,B,on,car,front,truck,2336_protoqa
name something detroit is known for.,C,bikes,vehicles,cars,trucks,2605_protoqa
name a vegetable kids hate to eat.,B,garlic,broccoli,asparagus,spinach,7323_protoqa
name a piece of kid's playground equipment that parents would probably hurt themselves using.,D,drop,lock,switch,slide,1987_protoqa
name something people do in their cars if they think no one is watching.,C,jare,meh,sing,jane,2923_protoqa
what are some reasons that a racecar driver might lose a race?,A,crash,accident,explosion,plane,2120_protoqa
tell me something of your boss's that you'd like to have.,A,money,pay,cash,some,345_protoqa
tell me something a wife likes to hear from her husband.,C,couples,compliment,compliments,attention,4159_protoqa
tell me a word you'd use to describe someone who is mean.,A,bully,idiot,luh,judge,3139_protoqa
name something skydivers do before jumping out of the airplane,A,pray,bless,peace,praying,4604_protoqa
name something that would keep you from going back to a restaurant if it was bad.,A,food,coffee,wine,drink,2707_protoqa
name something people might skip.,B,cooking,breakfast,dinner,lunch,477_protoqa
why might kids want to stay up late on a hot summer night?,B,watch,playing,beat,watching,4253_protoqa
"name a career or source of income that makes getting into heaven a ""long shot""?",D,officer,lawyers,attorney,lawyer,6930_protoqa
name something in the home that every member of the family probably uses.,B,window,bathroom,floor,bedroom,5003_protoqa
name something many people would love to live next to,A,park,square,hall,hill,2513_protoqa
tell me a name that could be used for either a man or a woman.,C,ruth,roger,toni,adrian,704_protoqa
name something about a male elephant that a female elephant might find attractive.,A,trunk,rack,brick,cart,7069_protoqa
name something rude people do while smoking.,D,bust,whip,choke,spit,2660_protoqa
name an animal you wish didn't exist.,C,fishes,spiders,snakes,mosquitoes,5135_protoqa
"name something that's fun to do on a cold, rainy night.",D,cuddle,cuddles,tanning,snuggle,853_protoqa
name something you would hate to happen at a bbq.,C,falling,sun,rain,snow,5218_protoqa
name a specific household chore a bachelor neglects.,D,dyeing,scrubbing,scraping,dusting,2640_protoqa
name something an airline passenger might find there isn't enough of on the plane.,C,coffee,drink,food,wine,4608_protoqa
name an animal you would not like to be compared to.,C,cows,chickens,pigs,rabbits,760_protoqa
name one word that never fails to start a dog's tail wagging.,B,coffee,food,drink,wine,7291_protoqa
name something you might stop to do when driving across the country,B,bread,eat,bake,drink,98_protoqa
name something that people put behind their ears,B,eye,hair,glasses,nails,6735_protoqa
name something that people try to squeeze themselves into. be specific.,C,shorts,pants,jeans,heels,435_protoqa
name something a woman does for beauty that a man also does.,A,shaves,stroked,rips,straightens,7392_protoqa
name a carribean island.,C,cali,bronx,jamaica,rodeo,7309_protoqa
name something new parents have to agree on before their baby is born,B,friend,name,what,guy,1402_protoqa
name something you might give as a wedding gift.,A,money,some,cash,pay,4928_protoqa
name something you're told to turn off before an airplane takes flight,A,computer,device,cell,camera,260_protoqa
name an insect most people find harmless.,C,fishes,snakes,ants,bottled,7134_protoqa
tell me the first big item you buy when moving to a new house.,C,asleep,shower,bed,mine,7453_protoqa
name the most romantic place to go on a first date.,A,beach,town,lake,square,5846_protoqa
name an animal people set traps for.,D,turtles,puppets,dinosaurs,mice,1262_protoqa
what food should a movie star avoid eating before doing a love scene?,C,cucumber,spinach,garlic,avocado,996_protoqa
"name something you can get from your parents, but you can change as an adult.",C,friend,what,name,guy,5693_protoqa
name something people wear to protect themselves.,C,tank,boots,coat,shoe,154_protoqa
what kind of bagel would you avoid eating before an interview,D,potato,cabbage,mushroom,onion,3239_protoqa
if a mouse pad were a place where bachelor mice lived what would you likely find inside,D,wine,coffee,food,beer,1147_protoqa
name a place where kids don't like spending summer vacation.,C,already,later,school,half,795_protoqa
name a form of transportation that makes very little noise.,C,floor,drive,bike,garage,670_protoqa
name a household item people often buy on credit.,C,comics,discovery,television,channel,6103_protoqa
if your work wanted people to stick around the office more what should they bring in,C,consume,produce,alcohol,vodka,6535_protoqa
tell me something you put in an emergency road kit,C,pedals,droplets,flares,ladders,7452_protoqa
tell me the number of people who can ride comfortably in a van. #,C,five,four,six,two,2044_protoqa
name a reason you might stop during a road trip.,D,bake,drink,bread,eat,3795_protoqa
name something your neighbor might ask to borrow,B,acrylic,charcoal,fabric,cutter,6681_protoqa
"if a man's wife did everything for him, name something in his house he'd have trouble using if they got divorced.",A,washer,dishwasher,vacuum,dryer,5465_protoqa
name a possession of yours they'd never try to bury with you.,B,jewellery,jewelry,vintage,handmade,788_protoqa
name a halloween costume that is a complete misrepresentation of the occupation it portrays.,C,therapist,receptionist,nurse,physician,148_protoqa
name a place where you might find a bible.,B,house,church,living,haven,6025_protoqa
name a place where you might hear music.,B,midtown,nightclub,mansion,lounge,5114_protoqa
name something a woman should know a man before marrying him,A,income,profit,investment,increase,1374_protoqa
name something you can do to get a traffic ticket.,C,stalled,parked,speeding,blocking,6311_protoqa
name something specific that a superhero would be useless without,A,flying,boat,shark,crossing,35_protoqa
name an instance when you should greet someone with a handshake instead of a hug.,D,publishing,reference,summary,introduction,4068_protoqa
tell me how many items they allow in most supermarket express lines. (numeric only),B,he,ten,once,one,5276_protoqa
name something a child might take to school for show-and-tell.,A,pet,dog,fish,cat,1692_protoqa
name something found on a computer.,D,remotes,earbuds,headsets,keyboards,1722_protoqa
"give me a word or phrase that contains the word ""belly.""",C,senoritis,tummyache,bellyache,ollb,1137_protoqa
name something it should be against the law for people to do in cars.,A,read,what,answer,write,7163_protoqa
name a fat animal.,B,giraffe,elephant,dolphin,turtle,894_protoqa
"name something you might do on your first week of work, that would make it your last week of work.",A,steal,them,dump,carry,394_protoqa
name a slimy animal.,B,tail,snake,turtle,spider,2905_protoqa
name a place you would hate to get a phone call.,A,church,haven,living,house,2949_protoqa
name something you'd hate to find has happened to your car while it was parked.,C,tased,exonerated,carjacked,ambushed,156_protoqa
name someplace a child goes that might be traumatic the first time,C,pre-school,preschool,kindergarten,kindergarden,6706_protoqa
name an animal you expect to see at the zoo.,C,arctic,birds,monkeys,monsters,4818_protoqa
name a style of ballroom dancing.,A,tango,mariachi,salsa,spice,819_protoqa
name a reason you might wear a hat.,A,raining,snowing,freezing,snows,6751_protoqa
tell me one fact about john lennon.,C,celebrity,superstar,singer,actress,984_protoqa
name a reason why you might want to hide from someone at work,D,hour,early,weeks,late,323_protoqa
name someone you think has it all.,A,barbie,panda,kitty,mickey,7011_protoqa
name something a person might accidentally leave behind in a taxicab,C,shoe,boots,coat,tank,2327_protoqa
name a public place where you can cry without feeling embarrassed.,A,bathroom,bedroom,floor,window,7429_protoqa
name something a kid might do at the dinner table that would probably get him in trouble,A,burp,eyeballs,puke,vomit,2306_protoqa
name the glue that holds most marriages together.,B,influence,communication,aspect,perspective,7200_protoqa
