sentence,question,answer,label,category,id
I clapped her shoulder to show I was not laughing at her.,How often will they clap someone's shoulder?,once a century,no,Frequency,684_MC_TACO
"To both the girl and the dog's surprise, there was a small brown bear resting in the bushes.",How often does the bear rest?,the bear rests once every three days,no,Frequency,2866_MC_TACO
"No, of course not… I–  ""Then why,"" Arthur barreled on, ""do you disregard them all and return to this superstitious babble, this morbid, paganistic drivel?",How did Arthur become angry in the first place?,he dropped his sword,no,Event Ordering,6333_MC_TACO
Lgurio informs Callimaco that Nicia and Lucrezia are anxious to have a child .,How long have they been anxious to have children?,1 day,no,Event Duration,975_MC_TACO
"The 300-millimeter silicon wafers -- about the size of a standard pizza -- are shuttled around the facility in enclosed plastic pods, which ride on overhead tracks.",What happens after the wafers are put on tracks?,they ' re moved to the place in the facility they ' re required,yes,Event Ordering,229_MC_TACO
"As winter approaches, some plants respond by their leaves changing color.",How long will winter last?,8 minutes,no,Event Duration,5267_MC_TACO
He estimated the money will help handle at least another 180 cases next year.,How often did the money help people?,every second,no,Frequency,7324_MC_TACO
He jumped on his favorite chair and looked down as Maggie ran under it.,How often did he use his favorite chair?,every century,no,Frequency,5300_MC_TACO
"Jaanu , who has been following Nandini , beats up Preetam thinking that he is in love with Nandini .",How long was Jaanu following Nandini?,900 years,no,Event Duration,4582_MC_TACO
It is spending more than $500 million a year on semiconductor research and development.,How long has the research and development been going on?,18 months,yes,Event Duration,4642_MC_TACO
Columbia University's student group for ROTC cadets and Marine officer candidates is named the Alexander Hamilton Society.,What time does the Alexander Hamilton Society usually meet?,4:00 PM,yes,Typical Time,6178_MC_TACO
"Youll buy fewer items in the long run, so youll save money as well as resources.",What happens after you save money?,you will have more money to spend later,yes,Event Ordering,4848_MC_TACO
"Alexander then faced the Assakenoi, who fought in the strongholds of Massaga, Ora and Aornos.",What did Alexander do after facing the Assakenoi?,he died,no,Event Ordering,4869_MC_TACO
You can clearly see the same rock layers on opposite sides of the canyon.,When did they canyon split?,100 seconds ago,no,Typical Time,2639_MC_TACO
It was the seismograph that made it possible to learn why the Earth acted like a magnet.,How often were measurements taken?,every morning,yes,Frequency,6697_MC_TACO
"At Corinth, Philip established a ""Hellenic Alliance"" (modeled on the old anti-Persian alliance of the Greco-Persian Wars), which included most Greek city-states except Sparta.",How long did the Hellenic Alliance last?,many seconds,no,Event Duration,6123_MC_TACO
Then the green ball told the orange ball that blue ball was stupid.,How long was the green ball talking to the orange ball?,a few minutes,yes,Event Duration,8921_MC_TACO
"The music , in a garage punk vein , plays an important role in the film .",How long does the music play in the film?,5 years,no,Event Duration,1425_MC_TACO
"They packed up the car and drove to the library, ready for a fun morning.",What did they do after the morning?,they went home,yes,Event Ordering,2475_MC_TACO
The properties of matter depend on the types of atoms that matter is made of.,When do the properties of matter change?,they change when the type of atoms change,yes,Event Ordering,875_MC_TACO
"The Portuguese Crown, delighted with its first important discovery, immediately embarked on a program of colonization.",How long did it take the Portuguese to colonize the new territory?,15 minutes,no,Event Duration,1146_MC_TACO
"If you build a campfire, you start with a large stack of sticks and logs.",How long does it take to build a campfire?,3 hour,no,Event Duration,3129_MC_TACO
"Boston Center TMU [Traffic Management Unit], we have a problem here.",How long had the problem been occuring?,"the problem was a recent accident, and had just occurred less than 90 minutes prior",yes,Event Duration,6460_MC_TACO
"Tommy and Suzy (brother and sister) went to the playground one afternoon with their mom and dad, Jan and Dean.",What time did they leave the playground?,3:00 PM,yes,Typical Time,263_MC_TACO
"The movie then jumps to 1967 , after Brian Epstein has died .",What happened after Brian Epstein died?,brian comes back to life,no,Event Ordering,7774_MC_TACO
"A. DeConcini Federal Courthouse, 405 W. Congress St. Deconcini was one of the organization's early board members.",How long did it take to form the organization's board?,a second,no,Event Duration,1367_MC_TACO
"As measured by these standards, we recorded the best year in safety performance in our Company's history.",How often do they record their safety performance?,once in 10 years,no,Frequency,6667_MC_TACO
"Church is brought back to life , but is an evil shell of himself .",How many times was Church brought back to life?,more than 30,no,Frequency,1203_MC_TACO
"More than nine months later, on October 12,2000, al Qaeda operatives in a small boat laden with explosives attacked a U.S. Navy destroyer, the USS Cole.",How long did the attack on the destroyer take?,20 hours,no,Event Duration,4040_MC_TACO
"Meanwhile , whilst living on the estate , Mr. Neville gains quite a reputation with its dwellers , especially with Mrs. Herbert's son-in-law , Mr. Talmann .",How long did Mr. Neville live on the estate?,5 hours,no,Event Duration,819_MC_TACO
"It's hail crackled across the comm, and Tara spun to retake her seat at the helm.",How long was the storm?,2 seconds,no,Event Duration,33_MC_TACO
What if you rode the bus or were driven in a car?,How often do kids ride the bus?,every 5 minutes,no,Frequency,1547_MC_TACO
"Upsetting many of his colleagues and contemporaries in France, the book brought about the final split with Sartre.",How often is the book published?,150 times,no,Frequency,1979_MC_TACO
"Meanwhile , whilst living on the estate , Mr. Neville gains quite a reputation with its dwellers , especially with Mrs. Herbert's son-in-law , Mr. Talmann .",What years did Mr. Neville live on the estate?,1950 through 2188,no,Typical Time,814_MC_TACO
"Durer's father died in 1502, and his mother died in 1513.",When did Durer die?,4545,no,Typical Time,27_MC_TACO
Johnson is a justice on California's Second District Court of Appeal.,When did Johnson arrive to court?,at 10 am at night,no,Typical Time,6526_MC_TACO
"Even though electronic espionage may cost U.S. firms billions of dollars a year, most aren't yet taking precautions, the experts said.",Will electronic espionage always be happening in the U.S.?,electronic espionage does not exists,no,Stationarity,1386_MC_TACO
"But another aircraft was heading toward Washington, an aircraft about which NORAD had heard nothing: United 93.",How often does NORAD monitor flights?,norad sometimes monitors flights,no,Frequency,4705_MC_TACO
"The company called that record ""a reflection on our commitment to achieving an incident-free environment, all the time, everywhere,"" the SEC filing states.",How often do incidents occur in the company's environment?,once per minute,no,Frequency,1562_MC_TACO
"Growing up on a farm near St. Paul, L. Mark Bailey didn't dream of becoming a judge.",What time of the day does he start work?,he starts work at 9:am,yes,Typical Time,2727_MC_TACO
They also argued that Hall's litigious style hampered their ability to garner funds from Congress.,What time did Hall leave his position for good?,12:00 PM,yes,Typical Time,1489_MC_TACO
They like to play hopscotch or jump rope but that day they wanted to play tag.,What did they do after playing tag?,they went home,yes,Event Ordering,5000_MC_TACO
"The legal system marketplace just doesn't serve low-income people too well, except in fee-generat-ing type cases, Brewer said.",How long was Brewer talking?,15 minutes,yes,Event Duration,2267_MC_TACO
"Allan crouched over his desk once more, pen in hand and mind blank.",How often does Allan crouch over his desk?,once a second,no,Frequency,8664_MC_TACO
