context,question,label,answer1,answer2,index1
A vendor and customer discussing products and pricing at a mall kiosk .,What is someone discussing?,no,services,a referee,3072
four men sit on a stage playing woodwind music looking at the four music stands in front of them which have the words The Thistle on them .,What is looking?,no,woodwind instruments,with what looks like the belonging of someone homeless,2613
A little girl wearing a pink and white striped bib is eating oatmeal at a restaurant table .,What is someone eating?,yes,oatmeal,people,2099
a man with long hair pulled into a ponytail and thick framed black glasses stands at a stove stirring a pot of boiling water .,What is framed?,no,eyes,chalk,1192
A guy wearing a blue # 5 jersey is hitting a yellow softball in a grassy field to some fielders .,Who is something being hit to?,yes,fielders,a red jacket and blue pants,734
"A smiling , bare chested Oriental man wearing gray pants holds a sharp object against his chest in a disturbing portrayal of the last moments before he will commit suicide .",Where does someone hold something?,no,rann,they,4128
"Six people tend to various chores and responsibilities on board a sailing ship while it 's docked in a harbor ; while three of the men appear to be dressed in normal clothes like jeans and plain or striped shirts , the other two men and the woman are dressed as pirate characters .",When does someone tend to do something?,no,town,face,3544
A crowd of fans surround a fender bender .,Who surrounds something?,no,A crowd of people,with potatoes,3157
The white dog is drinking mountain water in the snow .,What is someone drinking?,no,mountain dew,artery,2179
A this is reaching out of a window in a high rise to pull on a rope pulley .,Who pulls on something?,no,A person,hand,91
Too hooded figures walk through a thicket .,What walks?,no,they,heavily,1356
A woman in a dimly lit room looks through her microscope and adjusts the vision .,What does someone adjust?,no,time,women,3984
A girl with blond - hair is playing darts .,What is someone playing?,no,game,waterfowl,2876
A soccer player who has just attempted a goal kick is burying his face in the field in frustration as the ball sits by the goal post and the goal keeper looks out towards the crowd and the rest of the field .,Where is someone burying something?,no,ground,typically,3900
The boxer hits his opponent in the head with a mighty hand .,How does someone hit someone?,no,with a mighty punch,headphones,3595
A that tells a story as he sits among friends and a couple pints of beer .,Who tells something?,no,A man,at a cupcake sales table,2005
"A child standing on a chair to shove his face into a fire by a candle , his negligent father watches on in bemusement .",What is being shoved?,no,father,gently,1416
Old woman in yellow holding tissue over young boys head .,Who heads?,no,male,door,1310
A guy who caught a giant fish reels it in then picks it up with a extended net .,Who picks something?,no,game,thirties,3842
Rednecks throwing knives .,What is someone throwing?,no,them,person,3450
A young person in black pants and a brown fedora uses their mobile device on a city sidewalk .,Where does someone use something?,no,city,message,3210
A someone in a turban looks at two police officers who are near a tent and a pile of refuse .,Who looks?,no,A man,starlet,2263
just in orange shirt thinking while drinking a margarita .,Who is drinking something?,no,Man,##er,1563
"A young person , wears red sandals , black pants and a blue shirt , his head and face covered with a checked jacket and carrying a rocket launcher .",What is checked?,no,scarf,A little girl in a yellow shirt,873
"A stout , elderly man wearing a red checkered suit , black shorts , sandals , and a green cap casts his line over a balustrade into murky waters , while several others in the background do the same .",What is checkered?,no,shirt,one of them,2891
A recently adopted mixed breed medium sized dog bounds happily around the yard .,When was something adopted?,no,from,A man,1618
"A others with a determined look on his face holds a small wooden hammer while wearing a bib displaying a large red crab , another red crustacean held in his hand while another man sits and holds some food behind him .",Who holds something?,no,another man,child,25
"A man sits atop a metal beam , bracing himself against any potential dangers .",Who is being braced?,no,herself,women,1852
A soldier getting an award for his long commitment as a captain in the united states arm .,Who is getting something?,no,from,A man,156
A young man in a yellow and orange bathing suit squatting on a rocky protuberance overlooking the water .,What is overlooking something?,yes,a rocky protuberance,instructor,185
Athletes wearing helmets and jackets displaying logos of multiple sponsors walk down a road with an entrance lined up along the road .,Who is lined?,no,an audience,both teams,4111
A man wearing swim goggles is doing the crawl in a lane in a swimming pool .,Who is wearing something?,no,someone,radio,544
members wearing helmets and jackets displaying logos of multiple sponsors walk down a road with an audience lined up along the road .,Who is displaying something?,no,Athletes,show,4105
The win was a close tie but the Red team won .,Who wond?,no,league,uniform,1898
Nine black and brown pugs in harnesses playing on a grassy lawn .,Who is playing?,yes,Nine black and brown pugs,person,2101
"A young person , wears red sandals , black pants and a blue shirt , his head and face covered with a checked jacket and carrying a rocket launcher .",How is something covered?,no,with a checked scarf,a refreshing beverage,871
A whole town participates in a war reenactment in the streets .,Who participates in something?,no,even,dance,1226
A man in a brown shirt standing behind a table pouring a drink from a metal shaker .,Where was someone standing?,no,behind a bar,people,4017
"Two men in life jackets , in a rubber raft powered by an engine , are traveling at high speed on the water with wind turbines on the distant shore .",How is something powered?,no,automobile,Beach goers,3666
A man is sitting on a motocross bike pointing his finger from .,How is something being pointed?,no,forwards,people,1921
