context,question,label,answerA,answerB,answerC,answerD,answerE
"'This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become popular.",How many did it take to become standard?,E,2 hours,2 seconds,twice a month,1 time per day,None of the above
"'This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become popular.",How much did it take to become standard?,E,seconds,for 30 seconds,7 seconds,every few weeks,None of the above
"'This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become popular.",How many did it take to become standard?,B,every 90 years,several years,once a night,she says i felt kind of safe,None of the above
"'This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become popular.",Is the approach accepted by others?,A,yes,it spend on the facility,he attended to high school,they walked and,None of the above
"'Pushkin wrote his first poem at the age of six, and was widely read by the russian public by the time of his graduation from the Tsarskoye Selo Lyceum.",How many poets has Pushkin published in total?,B,not speak to each other,pushkin has published 50 poems in total,he published books of his own,every couple of months,None of the above
"'Pushkin wrote his first poem at the age of six, and was widely read by the russian public by the time of his graduation from the Tsarskoye Selo Lyceum.",How many works has Pushkin published in total?,E,0,0.4 years,5 times a second,0.4,None of the above
"'Pushkin wrote his first poem at the age of 14, and was widely respected by the intellectual elite by the time of his graduation from the Tsarskoye Selo Lyceum.",At what age did Pushkin graduate from Tsarskoye Selo Lyceum?,E,four centuries ago,7,80 years,6.67 years,None of the above
"'Pushkin wrote his first poem at the age of six, and was widely known by the intellectual public by the time of his graduation from the Tsarskoye Selo Lyceum.",At what age did Pushkin graduate from Tsarskoye Selo Lyceum?,E,a few centuries,1 second,3,1 week before he turned 7.8 years old,None of the above
"'Pushkin wrote his first poem at the age of 16, and was widely respected by the cultural elite by the time of his graduation from the Tsarskoye Selo Lyceum.",At what age did Pushkin graduate from Tsarskoye Selo Lyceum?,A,age 19,every 10 years,four centuries ago,another few centuries,None of the above
"'Pushkin wrote his first poem at the age of six, and was widely known by the intellectual public by the time of his graduation from the Tsarskoye Selo Lyceum.",At what age did Pushkin graduate from Tsarskoye Selo Lyceum?,E,7.5,3 seconds,four centuries ago,30 seconds,None of the above
"'Pushkin wrote his first poem at the age of 16, and was widely read by the russian public by the time of his graduation from the Tsarskoye Selo Lyceum.",What did Pushkin do after his graduation?,E,i touch her,every two years,2.44 years,begged for money on the street,None of the above
"'Pushkin wrote his first poem at the age of six, and was widely read by the academic world by the time of his graduation from the Tsarskoye Selo Lyceum.",What did Pushkin do after his graduation?,D,planes are hijacked once a month,every two years,they can summon people,he published books of his poetry,None of the above
"'Pushkin wrote his first poem at the age of 16, and was widely read by the russian public by the time of his graduation from the Tsarskoye Selo Lyceum.",What did Pushkin do after his graduation?,B,two seconds,he continued to write,bailey was very happy,three questions,None of the above
"'Pushkin wrote his first poem at the age of six, and was widely read by the russian public by the time of his graduation from the Tsarskoye Selo Lyceum.",What did Pushkin do after his graduation?,C,you know where she 'll turn up,i touch her,he published books of his own,no they remain ions,None of the above
