context,question,label,answerA,answerB,answerC,answerD,answerE
A person is preparing to send a piece of paper through a paper shredder .,What is someone preparing to do?,A,to send a piece of paper through a paper shredder,a red parking meter,Several people,to touch a dolphin or whale or some kind of marine animal,None of the above
A person is preparing to send a piece of paper through a paper shredder .,Who is sending something?,B,A group of young people,A person,the floor of her kitchen,to tug a large rope on a boat,None of the above
A person is preparing to send a piece of paper through a paper shredder .,What is being sent?,B,snippets of paper,a piece of paper,into a clear beverage,Two elderly men,None of the above
A person is preparing to send a piece of paper through a paper shredder .,Where is something being sent?,B,a parade,through a paper shredder,his guests,another red crustacean,None of the above
A man wearing bifocals sits and plays a guitar next to a young woman with a straw hat who is holding a violin .,Who is wearing something?,A,A man,a conveyor,over a chocolate cake,a donkey or pony,None of the above
A man wearing bifocals sits and plays a guitar next to a young woman with a straw hat who is holding a violin .,Who sits?,A,A man,Two large men,in a desert,while watched by a defender in blue,None of the above
A man wearing bifocals sits and plays a guitar next to a young woman with a straw hat who is holding a violin .,Who plays something?,A,A man,a checker,a sparse crowd,while wearing a bib displaying a large red crab,None of the above
A man wearing bifocals sits and plays a guitar next to a young woman with a straw hat who is holding a violin .,What does someone play?,B,a computer screen,a guitar,a fire,next to a mesh,None of the above
A man wearing bifocals sits and plays a guitar next to a young woman with a straw hat who is holding a violin .,Where does someone play something?,D,The woman,Yong man with cellphone and goatee,A sailor,next to a young woman with a straw hat,None of the above
A man wearing bifocals sits and plays a guitar next to a young woman with a straw hat who is holding a violin .,Who is holding something?,D,using a red ball,to disperse colored liquid into a clear beverage,to a horse,a young woman with a straw hat,None of the above
A man wearing bifocals sits and plays a guitar next to a young woman with a straw hat who is holding a violin .,What is someone holding?,A,a violin,a cup of coffee,me,A male and a female,None of the above
"Two young adults at a rodeo , one is helping the other to fix an injury to his arm after a brief ride .",Who is helping someone?,C,in front a burst of clouds,the cameraman,Two young adults,all,None of the above
"Two young adults at a rodeo , one is helping the other to fix an injury to his arm after a brief ride .",Who is someone helping?,B,people,the other,his dog,a white porcelain Asian figurine,None of the above
"Two young adults at a rodeo , one is helping the other to fix an injury to his arm after a brief ride .",Why is someone helping someone?,D,a swimming pool,A wrestling match,a four - wheel ATV,to fix an injury to his arm,None of the above
"Two young adults at a rodeo , one is helping the other to fix an injury to his arm after a brief ride .",When is someone helping something?,D,a fire hydrant,out at the water,from a spit,after a brief ride,None of the above
"Two young adults at a rodeo , one is helping the other to fix an injury to his arm after a brief ride .",Who fixes something?,A,Two young adults,a black and white hat,an american flag,as if preparing for or returning from an outing,None of the above
"Two young adults at a rodeo , one is helping the other to fix an injury to his arm after a brief ride .",What does someone fix?,D,against the wall,while a referee makes a decision,in respect of the audience,an injury,None of the above
"Two young adults at a rodeo , one is helping the other to fix an injury to his arm after a brief ride .",When is someone fixing something?,C,for combat,as they chat,after a brief ride,for a jump,None of the above
A young female basketball player in red and white blocks another in possession of the ball who is dressed in white and maroon .,Who is dressed?,D,A red - haired woman,in the pictures,a seagull,A young female basketball player,None of the above
A young female basketball player in red and white blocks another in possession of the ball who is dressed in white and maroon .,How is someone dressed?,B,a knit cap,in white and maroon,the music,a very unusual nook of a decorative stone structure,None of the above
A young female basketball player in red and white blocks another in possession of the ball who is dressed in white and maroon .,What is someone dressed in?,C,three others,a medal,white and maroon,"balloons , vendors , and a carousel",None of the above
A man prepares a fire outside to do some metalwork .,Who prepares something?,B,as he sits among friends and a couple pints of beer,A man,in the ebb and flow of the city,"balloons , vendors , and a carousel",None of the above
